Domain Code,Domain_x,Area Code,Area,Element Code,Element_x,Item Code,Item_x,Year,Unit_x,yield,average_rain_fall_mm_per_year,Domain_y,Element_y,Item_y,Unit_y,pesticides_tonnes,avg_temp
QC,Crops,3,0,5419,Yield,83,5,1992,hg/ha,3747,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,121.0,16.06
QC,Crops,3,0,5419,Yield,236,6,1992,hg/ha,4507,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,121.0,16.06
QC,Crops,3,0,5419,Yield,15,8,1992,hg/ha,24388,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,121.0,16.06
QC,Crops,3,0,5419,Yield,56,1,1993,hg/ha,24185,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,121.0,16.05
QC,Crops,3,0,5419,Yield,116,3,1993,hg/ha,98446,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,121.0,16.05
QC,Crops,3,0,5419,Yield,27,4,1993,hg/ha,41786,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,121.0,16.05
QC,Crops,3,0,5419,Yield,236,6,1993,hg/ha,7998,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,121.0,16.05
QC,Crops,3,0,5419,Yield,15,8,1993,hg/ha,29976,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,121.0,16.05
QC,Crops,3,0,5419,Yield,56,1,1994,hg/ha,25848,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,201.0,16.96
QC,Crops,3,0,5419,Yield,116,3,1994,hg/ha,81404,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,201.0,16.96
QC,Crops,3,0,5419,Yield,236,6,1994,hg/ha,7927,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,201.0,16.96
QC,Crops,3,0,5419,Yield,15,8,1994,hg/ha,24745,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,201.0,16.96
QC,Crops,3,0,5419,Yield,56,1,1995,hg/ha,31300,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,251.0,15.67
QC,Crops,3,0,5419,Yield,116,3,1995,hg/ha,111323,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,251.0,15.67
QC,Crops,3,0,5419,Yield,236,6,1995,hg/ha,11791,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,251.0,15.67
QC,Crops,3,0,5419,Yield,15,8,1995,hg/ha,28703,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,251.0,15.67
QC,Crops,3,0,5419,Yield,56,1,1996,hg/ha,32604,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,313.96,15.64
QC,Crops,3,0,5419,Yield,116,3,1996,hg/ha,106138,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,313.96,15.64
QC,Crops,3,0,5419,Yield,236,6,1996,hg/ha,15480,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,313.96,15.64
QC,Crops,3,0,5419,Yield,15,8,1996,hg/ha,21741,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,313.96,15.64
QC,Crops,3,0,5419,Yield,56,1,1997,hg/ha,31862,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,376.93,15.9
QC,Crops,3,0,5419,Yield,116,3,1997,hg/ha,109874,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,376.93,15.9
QC,Crops,3,0,5419,Yield,236,6,1997,hg/ha,12768,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,376.93,15.9
QC,Crops,3,0,5419,Yield,15,8,1997,hg/ha,28516,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,376.93,15.9
QC,Crops,3,0,5419,Yield,56,1,1998,hg/ha,33416,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,439.89,16.27
QC,Crops,3,0,5419,Yield,116,3,1998,hg/ha,127212,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,439.89,16.27
QC,Crops,3,0,5419,Yield,236,6,1998,hg/ha,14327,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,439.89,16.27
QC,Crops,3,0,5419,Yield,15,8,1998,hg/ha,28037,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,439.89,16.27
QC,Crops,3,0,5419,Yield,56,1,1999,hg/ha,37455,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,502.86,16.57
QC,Crops,3,0,5419,Yield,116,3,1999,hg/ha,142018,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,502.86,16.57
QC,Crops,3,0,5419,Yield,236,6,1999,hg/ha,17143,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,502.86,16.57
QC,Crops,3,0,5419,Yield,15,8,1999,hg/ha,24954,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,502.86,16.57
QC,Crops,3,0,5419,Yield,56,1,2000,hg/ha,38811,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,565.82,16.67
QC,Crops,3,0,5419,Yield,116,3,2000,hg/ha,141228,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,565.82,16.67
QC,Crops,3,0,5419,Yield,236,6,2000,hg/ha,15000,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,565.82,16.67
QC,Crops,3,0,5419,Yield,15,8,2000,hg/ha,30455,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,565.82,16.67
QC,Crops,3,0,5419,Yield,56,1,2001,hg/ha,38135,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,628.79,16.59
QC,Crops,3,0,5419,Yield,116,3,2001,hg/ha,148818,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,628.79,16.59
QC,Crops,3,0,5419,Yield,236,6,2001,hg/ha,20000,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,628.79,16.59
QC,Crops,3,0,5419,Yield,15,8,2001,hg/ha,28220,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,628.79,16.59
QC,Crops,3,0,5419,Yield,56,1,2002,hg/ha,39460,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,691.75,16.47
QC,Crops,3,0,5419,Yield,116,3,2002,hg/ha,153868,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,691.75,16.47
QC,Crops,3,0,5419,Yield,236,6,2002,hg/ha,20000,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,691.75,16.47
QC,Crops,3,0,5419,Yield,15,8,2002,hg/ha,31617,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,691.75,16.47
QC,Crops,3,0,5419,Yield,56,1,2004,hg/ha,46197,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,817.68,16.16
QC,Crops,3,0,5419,Yield,116,3,2004,hg/ha,149346,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,817.68,16.16
QC,Crops,3,0,5419,Yield,236,6,2004,hg/ha,13333,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,817.68,16.16
QC,Crops,3,0,5419,Yield,15,8,2004,hg/ha,31130,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,817.68,16.16
QC,Crops,3,0,5419,Yield,56,1,2005,hg/ha,45442,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,880.64,15.67
QC,Crops,3,0,5419,Yield,116,3,2005,hg/ha,167061,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,880.64,15.67
QC,Crops,3,0,5419,Yield,236,6,2005,hg/ha,17500,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,880.64,15.67
QC,Crops,3,0,5419,Yield,15,8,2005,hg/ha,31582,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,880.64,15.67
QC,Crops,3,0,5419,Yield,56,1,2006,hg/ha,50111,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,943.61,15.92
QC,Crops,3,0,5419,Yield,116,3,2006,hg/ha,170745,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,943.61,15.92
QC,Crops,3,0,5419,Yield,236,6,2006,hg/ha,20000,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,943.61,15.92
QC,Crops,3,0,5419,Yield,15,8,2006,hg/ha,30787,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,943.61,15.92
QC,Crops,3,0,5419,Yield,56,1,2007,hg/ha,46732,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1006.57,16.67
QC,Crops,3,0,5419,Yield,116,3,2007,hg/ha,188902,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1006.57,16.67
QC,Crops,3,0,5419,Yield,236,6,2007,hg/ha,20000,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1006.57,16.67
QC,Crops,3,0,5419,Yield,15,8,2007,hg/ha,35496,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1006.57,16.67
QC,Crops,3,0,5419,Yield,56,1,2008,hg/ha,50000,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1069.54,16.71
QC,Crops,3,0,5419,Yield,116,3,2008,hg/ha,193878,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1069.54,16.71
QC,Crops,3,0,5419,Yield,236,6,2008,hg/ha,20000,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1069.54,16.71
QC,Crops,3,0,5419,Yield,15,8,2008,hg/ha,40168,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1069.54,16.71
QC,Crops,3,0,5419,Yield,56,1,2009,hg/ha,55693,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1132.5,16.73
QC,Crops,3,0,5419,Yield,116,3,2009,hg/ha,219780,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1132.5,16.73
QC,Crops,3,0,5419,Yield,236,6,2009,hg/ha,16667,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1132.5,16.73
QC,Crops,3,0,5419,Yield,15,8,2009,hg/ha,40229,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1132.5,16.73
QC,Crops,3,0,5419,Yield,56,1,2010,hg/ha,66790,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1311.17,16.52
QC,Crops,3,0,5419,Yield,116,3,2010,hg/ha,231111,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1311.17,16.52
QC,Crops,3,0,5419,Yield,236,6,2010,hg/ha,16667,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1311.17,16.52
QC,Crops,3,0,5419,Yield,15,8,2010,hg/ha,39905,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1311.17,16.52
QC,Crops,3,0,5419,Yield,56,1,2011,hg/ha,59869,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1302.63,16.45
QC,Crops,3,0,5419,Yield,116,3,2011,hg/ha,242211,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1302.63,16.45
QC,Crops,3,0,5419,Yield,236,6,2011,hg/ha,18519,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1302.63,16.45
QC,Crops,3,0,5419,Yield,15,8,2011,hg/ha,42301,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1302.63,16.45
QC,Crops,3,0,5419,Yield,56,1,2012,hg/ha,67290,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,766.25,16.7
QC,Crops,3,0,5419,Yield,116,3,2012,hg/ha,250538,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,766.25,16.7
QC,Crops,3,0,5419,Yield,236,6,2012,hg/ha,13333,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,766.25,16.7
QC,Crops,3,0,5419,Yield,15,8,2012,hg/ha,41096,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,766.25,16.7
QC,Crops,3,0,5419,Yield,56,1,2013,hg/ha,69533,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,982.32,17.41
QC,Crops,3,0,5419,Yield,116,3,2013,hg/ha,260110,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,982.32,17.41
QC,Crops,3,0,5419,Yield,236,6,2013,hg/ha,10000,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,982.32,17.41
QC,Crops,3,0,5419,Yield,15,8,2013,hg/ha,41292,1485.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,982.32,17.41
QC,Crops,4,1,5419,Yield,56,1,1990,hg/ha,16500,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1828.92,17.48
QC,Crops,4,1,5419,Yield,116,3,1990,hg/ha,78936,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1828.92,17.48
QC,Crops,4,1,5419,Yield,27,4,1990,hg/ha,28000,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1828.92,17.48
QC,Crops,4,1,5419,Yield,83,5,1990,hg/ha,16571,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1828.92,17.48
QC,Crops,4,1,5419,Yield,15,8,1990,hg/ha,6315,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1828.92,17.48
QC,Crops,4,1,5419,Yield,56,1,1991,hg/ha,19231,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,2461.8,16.26
QC,Crops,4,1,5419,Yield,116,3,1991,hg/ha,90747,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,2461.8,16.26
QC,Crops,4,1,5419,Yield,27,4,1991,hg/ha,26786,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,2461.8,16.26
QC,Crops,4,1,5419,Yield,83,5,1991,hg/ha,24231,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,2461.8,16.26
QC,Crops,4,1,5419,Yield,15,8,1991,hg/ha,10809,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,2461.8,16.26
QC,Crops,4,1,5419,Yield,56,1,1992,hg/ha,22828,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1215.47,16.27
QC,Crops,4,1,5419,Yield,116,3,1992,hg/ha,107917,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1215.47,16.27
QC,Crops,4,1,5419,Yield,27,4,1992,hg/ha,24733,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1215.47,16.27
QC,Crops,4,1,5419,Yield,83,5,1992,hg/ha,40000,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1215.47,16.27
QC,Crops,4,1,5419,Yield,15,8,1992,hg/ha,9939,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1215.47,16.27
QC,Crops,4,1,5419,Yield,56,1,1993,hg/ha,12500,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1021.89,17.0
QC,Crops,4,1,5419,Yield,116,3,1993,hg/ha,111215,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1021.89,17.0
QC,Crops,4,1,5419,Yield,27,4,1993,hg/ha,23111,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1021.89,17.0
QC,Crops,4,1,5419,Yield,83,5,1993,hg/ha,50000,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1021.89,17.0
QC,Crops,4,1,5419,Yield,15,8,1993,hg/ha,8097,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1021.89,17.0
QC,Crops,4,1,5419,Yield,56,1,1994,hg/ha,4512,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1255.02,17.88
QC,Crops,4,1,5419,Yield,116,3,1994,hg/ha,95078,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1255.02,17.88
QC,Crops,4,1,5419,Yield,27,4,1994,hg/ha,21374,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1255.02,17.88
QC,Crops,4,1,5419,Yield,15,8,1994,hg/ha,7999,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,1255.02,17.88
QC,Crops,4,1,5419,Yield,56,1,1995,hg/ha,16115,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,2697.09,17.36
QC,Crops,4,1,5419,Yield,116,3,1995,hg/ha,136768,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,2697.09,17.36
QC,Crops,4,1,5419,Yield,27,4,1995,hg/ha,19598,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,2697.09,17.36
QC,Crops,4,1,5419,Yield,83,5,1995,hg/ha,12667,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,2697.09,17.36
QC,Crops,4,1,5419,Yield,15,8,1995,hg/ha,8924,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,2697.09,17.36
QC,Crops,4,1,5419,Yield,56,1,1996,hg/ha,17154,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,479.77,16.76
QC,Crops,4,1,5419,Yield,116,3,1996,hg/ha,134629,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,479.77,16.76
QC,Crops,4,1,5419,Yield,27,4,1996,hg/ha,17861,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,479.77,16.76
QC,Crops,4,1,5419,Yield,83,5,1996,hg/ha,14750,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,479.77,16.76
QC,Crops,4,1,5419,Yield,15,8,1996,hg/ha,13090,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,479.77,16.76
QC,Crops,4,1,5419,Yield,56,1,1997,hg/ha,21417,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,401.22,17.84
QC,Crops,4,1,5419,Yield,116,3,1997,hg/ha,141042,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,401.22,17.84
QC,Crops,4,1,5419,Yield,27,4,1997,hg/ha,15000,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,401.22,17.84
QC,Crops,4,1,5419,Yield,83,5,1997,hg/ha,40000,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,401.22,17.84
QC,Crops,4,1,5419,Yield,15,8,1997,hg/ha,8016,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,401.22,17.84
QC,Crops,4,1,5419,Yield,56,1,1998,hg/ha,17222,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,322.84,17.14
QC,Crops,4,1,5419,Yield,116,3,1998,hg/ha,160256,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,322.84,17.14
QC,Crops,4,1,5419,Yield,27,4,1998,hg/ha,15000,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,322.84,17.14
QC,Crops,4,1,5419,Yield,83,5,1998,hg/ha,24500,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,322.84,17.14
QC,Crops,4,1,5419,Yield,15,8,1998,hg/ha,8847,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,322.84,17.14
QC,Crops,4,1,5419,Yield,56,1,1999,hg/ha,22375,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,654.45,17.97
QC,Crops,4,1,5419,Yield,116,3,1999,hg/ha,153532,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,654.45,17.97
QC,Crops,4,1,5419,Yield,27,4,1999,hg/ha,13942,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,654.45,17.97
QC,Crops,4,1,5419,Yield,83,5,1999,hg/ha,27000,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,654.45,17.97
QC,Crops,4,1,5419,Yield,15,8,1999,hg/ha,10711,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,654.45,17.97
QC,Crops,4,1,5419,Yield,56,1,2000,hg/ha,36186,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,603.67,17.9
QC,Crops,4,1,5419,Yield,116,3,2000,hg/ha,166143,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,603.67,17.9
QC,Crops,4,1,5419,Yield,27,4,2000,hg/ha,13052,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,603.67,17.9
QC,Crops,4,1,5419,Yield,83,5,2000,hg/ha,69500,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,603.67,17.9
QC,Crops,4,1,5419,Yield,15,8,2000,hg/ha,9194,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,603.67,17.9
QC,Crops,4,1,5419,Yield,56,1,2001,hg/ha,27175,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,710.11,18.13
QC,Crops,4,1,5419,Yield,116,3,2001,hg/ha,147018,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,710.11,18.13
QC,Crops,4,1,5419,Yield,27,4,2001,hg/ha,12314,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,710.11,18.13
QC,Crops,4,1,5419,Yield,83,5,2001,hg/ha,27750,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,710.11,18.13
QC,Crops,4,1,5419,Yield,15,8,2001,hg/ha,11104,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,710.11,18.13
QC,Crops,4,1,5419,Yield,56,1,2002,hg/ha,33480,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,816.55,17.85
QC,Crops,4,1,5419,Yield,116,3,2002,hg/ha,183774,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,816.55,17.85
QC,Crops,4,1,5419,Yield,27,4,2002,hg/ha,12959,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,816.55,17.85
QC,Crops,4,1,5419,Yield,83,5,2002,hg/ha,33900,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,816.55,17.85
QC,Crops,4,1,5419,Yield,15,8,2002,hg/ha,10739,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,816.55,17.85
QC,Crops,4,1,5419,Yield,56,1,2004,hg/ha,31729,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,3747.86,17.38
QC,Crops,4,1,5419,Yield,116,3,2004,hg/ha,203585,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,3747.86,17.38
QC,Crops,4,1,5419,Yield,27,4,2004,hg/ha,12829,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,3747.86,17.38
QC,Crops,4,1,5419,Yield,83,5,2004,hg/ha,43316,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,3747.86,17.38
QC,Crops,4,1,5419,Yield,15,8,2004,hg/ha,13582,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,3747.86,17.38
QC,Crops,4,1,5419,Yield,56,1,2005,hg/ha,33864,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,3662.87,17.19
QC,Crops,4,1,5419,Yield,116,3,2005,hg/ha,216267,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,3662.87,17.19
QC,Crops,4,1,5419,Yield,27,4,2005,hg/ha,12998,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,3662.87,17.19
QC,Crops,4,1,5419,Yield,83,5,2005,hg/ha,33486,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,3662.87,17.19
QC,Crops,4,1,5419,Yield,15,8,2005,hg/ha,15057,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,3662.87,17.19
QC,Crops,4,1,5419,Yield,56,1,2006,hg/ha,65668,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,4110.72,18.13
QC,Crops,4,1,5419,Yield,116,3,2006,hg/ha,220689,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,4110.72,18.13
QC,Crops,4,1,5419,Yield,27,4,2006,hg/ha,12769,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,4110.72,18.13
QC,Crops,4,1,5419,Yield,83,5,2006,hg/ha,56728,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,4110.72,18.13
QC,Crops,4,1,5419,Yield,15,8,2006,hg/ha,15068,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,4110.72,18.13
QC,Crops,4,1,5419,Yield,56,1,2007,hg/ha,85625,89.0,Pesticides Use,Use,Pesticides (total),tonnes of active ingredients,5390.79,17.42
